Multi-ROI
nROIs,5,
sumIntensity-ROI2-ch1,2981,3622,3388,2914,2901,3014,3642,4624,5025,5244,5034,4965,5222,5056,4331,2706,2293,2200,2147,2023,1936,1889,1860,1823,1800,1751,1744,1697,1736,1668,1671,1586,1586,1584,1543,
sumIntensity-ROI3-ch1,3259,3353,3333,3328,3291,3310,4167,5363,5664,5820,5784,5673,5917,5789,5574,5376,4594,3674,3127,2936,2615,2536,2381,2343,2275,2150,2196,2149,2213,2095,2081,2019,2004,2009,1939,
sumIntensity-ROI4-ch1,5111,5135,5223,5296,5280,5101,5089,5091,5008,4949,4943,4728,4938,4596,4565,4534,4541,4517,4481,4437,4415,4461,4380,4294,4200,4125,4137,3995,3954,3894,3857,3799,3755,3757,3614,
sumIntensity-ROI5-ch1,5088,4838,4869,4869,4751,4866,6277,7721,8211,8467,8485,8675,8383,8305,8004,7723,6975,6638,6285,6110,5831,5460,5183,4936,4645,4277,4108,3970,3885,3800,3592,3328,3123,3046,2922,

nPixels-ROI1-ch1,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,
nPixels-ROI2-ch1,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,
nPixels-ROI3-ch1,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,
nPixels-ROI4-ch1,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,
nPixels-ROI5-ch1,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,

Lifetime-ROI1-ch1,0,3.16062509623836,3.17560946225031,3.15574568038661,3.17252219422222,3.09524634975276,3.2954458645163,3.41011604100057,3.48948721245543,3.48377676306249,3.4530791778216,3.58702753441518,3.50978843906698,3.45683129184321,3.03078024563724,2.98127819296431,3.07884296861413,3.00846580818907,2.98190828863344,3.03857967942816,3.03449400366169,2.94722148154968,2.99626587724032,2.94007820617118,2.9876880536014,2.94683419615166,2.99669087196594,2.94581169616141,2.91639668965448,2.90779428114584,2.90582718034857,2.87732062701221,2.83546855778454,2.88853286629423,2.8775528376693,
Lifetime-ROI2-ch1,0,3.39855889895731,3.36410112869641,3.20577646145151,3.12192868256372,3.24964419530443,3.36940494505827,3.43813691115577,3.53495137805781,3.61859773462469,3.56870800853761,3.50305526764925,3.5101294266882,3.5272225885943,3.44536453688441,3.23083452997129,3.09837178805643,3.09382460980376,3.03190228422811,3.01089446862539,2.94076784244254,2.92691184600194,2.95665617871876,2.88514617999395,2.93045975287755,2.8830691409111,2.90603893311556,2.81532767716101,2.8282892682372,2.83182477250058,2.82419976994143,2.78974217749049,2.76051832659491,2.79955838178111,2.73782911116617,
Lifetime-ROI3-ch1,0,3.18348024648387,3.22198240280152,3.22182588350523,3.25396836260816,3.24529098003895,3.38319041552244,3.51041416394961,3.5603666242853,3.51798253332819,3.57091273167751,3.57286281225565,3.52331491657071,3.52658109104717,3.56280172828195,3.49333294438645,3.49450827018365,3.30916382089362,3.18077254168638,3.01710261500474,3.03791375321402,3.03877441744433,2.92115692192781,3.01465760034873,2.95495868047079,3.05148591034395,2.99749943203396,2.94768079379133,2.96137524029681,2.95471592600032,3.02753912275488,2.8981215796395,2.86232372314699,2.79568229765404,2.86152149581909,
Lifetime-ROI4-ch1,0,3.50792267939088,3.53092769719993,3.55606012247171,3.49799332005203,3.53005950125919,3.55058755352239,3.49207244824452,3.53235096803896,3.54877893751594,3.53144102910522,3.59045955293498,3.51056706944849,3.44611280246905,3.47858244561846,3.42166298629372,3.49056548792845,3.50390643490348,3.54930499216554,3.47064015175886,3.48155708337286,3.46338713056723,3.48835252312338,3.52367904043502,3.53231754084302,3.50610297464262,3.46964426672383,3.57596995384071,3.47316155731299,3.49215824248685,3.52165063590761,3.5125803670458,3.5425454883211,3.4721956856843,3.49103760834712,
Lifetime-ROI5-ch1,0,3.20456223945991,3.22124526631598,3.1919007730484,3.18611315797014,3.24315181202865,3.374041864313,3.53273148413479,3.46844004374283,3.50439070837837,3.52188148808821,3.53128650550488,3.48571034055489,3.49922926962663,3.52525370328619,3.49386199098366,3.42970918481999,3.40534284025858,3.42567567462012,3.42868359561214,3.41889200445599,3.34611376444498,3.35169505255562,3.2967144248599,3.34841272758987,3.25287337038776,3.30015477811519,3.25666183233261,3.23326877172268,3.24693118716946,3.09018750413733,3.09612759192385,3.06539868807055,2.99095275176199,2.99655184219281,

Fraction2-ROI1-ch1,NaN,0.343649554051304,0.289675667535282,0.201780639049454,0.367361922714947,0.357714673603759,0.325625937978088,0.325630833658873,0.538172946151756,0.588988707200664,0.540366929781158,0.564743344469689,0.594082779726688,0.497102876071342,0.813611591167766,0.00735893543452387,0.550828231131622,0.514506070761445,0.503532834030646,0.477318161393658,0.392145625505338,11.1326142755228,0.341565752655503,0.342057242010792,0.306426805050594,0.464497737922285,0.710724294478931,0.556620773484613,0.615525004757454,0.553482001912733,0.431668280792988,0.509715562157571,0.623559734947251,0.341619933402545,0.285082099345561,
Fraction2-ROI2-ch1,NaN,-0.0468282680076068,0.0197557568864797,0.0820949296870492,0.408119444260956,0.155415725980766,0.177739030387553,0.2737437247949,0.447962207437842,0.261734533918274,0.363877733710915,0.598812041166381,0.593609971812295,0.458604076325779,0.112389045568185,-0.893176754882791,0.541154464271173,0.455753476659836,0.462792400000636,0.495948481528382,0.496653324654192,11.4536322534965,0.375658689950139,0.392669800484761,0.357571759528895,0.5108217336488,0.749363270332836,0.684527369232371,0.686958213860214,0.598103000503651,0.519678884549386,0.562642491664055,0.65575361059688,0.432346183602344,0.472459699991601,
Fraction2-ROI3-ch1,NaN,0.317198012248459,0.234983026880927,0.0368358163933368,0.293196374902095,0.162437811123256,0.143744428057332,0.100901498018332,0.381865373149383,0.535153477173043,0.359352550706459,0.570629300020943,0.574522745018883,0.458964239570788,-7.98089048841662,-7.84658905222558,0.276866105951508,0.253782193356554,0.305721340073113,0.491849439461552,0.387675869258503,9.64510373086622,0.405196303333376,0.269232801950958,0.33601405112867,0.373906091516124,0.710339350312832,0.554155394487644,0.567577583874669,0.522396984620922,0.239692350741552,0.495936075207754,0.611132778288518,0.435872998047528,0.311735678438392,
Fraction2-ROI4-ch1,NaN,-0.380142822953417,-0.390014526585802,-10.2496766976381,-0.0230849110702532,-0.650389439027789,-0.627267411253886,0.151289556962353,0.453985388832135,0.474346348089406,0.432449862200353,0.563308459407925,0.593001667678626,0.502789539843122,-0.201563297880803,-3.57130613085279,0.280354589556419,-0.0469395751796844,-0.740161136194187,-0.0078470946589934,-2.34351889086876,1.75191957593655,-0.215351972531429,-0.402916472679861,-0.369416174417795,-0.538067504243019,0.142449977990571,1.85416586881529,3.43215532089218,-0.325231158963477,8.21234451757967,-0.415437128743013,-0.0531390359230725,-2.40823455078128,4.91639227030131,
Fraction2-ROI5-ch1,NaN,0.291285642328941,0.235901609526908,0.118293066533252,0.355762946982221,0.165854064400299,0.166575987124402,0.0318463443310103,0.571256751580925,0.558016270363242,0.447932325265365,0.587576520268056,0.62510617491061,0.474158793873614,-1.33453381078422,-7.90654868951649,0.331436907918297,0.125234258000901,-0.189395551530074,0.0644605231485936,-1.1553114665379,4.11307196634339,-0.0305725983547371,-0.0583359400186853,-0.0937022472327841,0.120857605562758,0.475027358343516,-1.56574592241152,-0.331217532259023,0.23059525117759,0.0925065222596264,0.333879785317385,0.497765233268755,0.207217251679954,0.0170919314412247,

Lifetime_fit-ROI1-ch1,0,2.96001967620073,3.02153188749687,2.9364616815388,3.02129271380142,2.88775881875163,3.18161669915823,3.41745619906415,3.50745641277538,3.57421755259923,3.57954765883181,4.09136455836324,3.52498155075027,3.67850600048172,3.06296839082261,2.56704535424229,2.92080308491475,2.8248367172826,2.78589304674471,2.82869063815788,2.79596688830538,1.93994842792787,2.5631856101082,2.47941649629797,2.54690361640231,2.66666186231651,3.45102977924147,3.23752473035393,3.21291501112107,2.66029586569891,2.56559294113805,2.58340828295161,2.60561264662444,2.53713767026096,2.46521646698086,
Lifetime_fit-ROI2-ch1,0,3.21562851649701,3.19849603255148,2.92311929192829,2.9588058972833,3.04848157533687,3.26911161931382,3.47808228937665,3.52810288151212,3.60449016613871,3.64009284447971,3.94608909737634,3.47847858126275,3.83856580871998,3.29692757146134,2.76424508563931,2.9038833221941,2.94384044190425,2.77868093689021,2.79932461798337,2.7167437853973,1.85976884477297,2.45675944820695,2.27756849021427,2.55619413642134,2.55989598668333,3.34964884625553,3.16676583745476,3.13031644363293,2.47594429256292,2.43694345649687,2.28810374796351,2.45052825673143,2.31875962448043,2.22090603755316,
Lifetime_fit-ROI3-ch1,0,2.98937568562685,3.01248621441749,2.98908505994688,3.09208960759189,3.06248216471875,3.2873651297699,3.4760543367669,3.53689146652183,3.56266064833493,3.61846025992011,4.0620392809535,3.50309628298896,3.84951874079245,3.378131166496,3.10884595071841,3.59755994632354,3.20390086921742,2.98360642146964,2.84454106641533,2.79868292833291,2.28037084660739,2.44879451553657,2.66217393133427,2.61234572172858,2.73134001816791,3.3306473728603,3.09596724884177,3.15042488143271,2.60611451547249,2.63419864550566,2.52422033776073,2.58496181610628,2.41509568669949,2.35761677843868,
Lifetime_fit-ROI4-ch1,0,3.34817186330606,3.40163602586915,3.26590829585333,3.50796807428043,3.35925019717613,3.42298881345738,3.49107393936647,3.50123297523267,3.60167135218572,3.60709577738919,4.08421821147705,3.50873522370103,3.58704522348497,3.3253249555712,3.05770651959209,3.661487641573,3.43034351737895,3.36829133165731,3.42939783217568,3.19707102341795,3.57055284359008,3.5141535040892,3.65609338147352,3.60527861090616,3.35705907923538,3.67384426845751,3.33106315329161,3.38796095254828,3.3510537456645,3.11004239188559,3.35677705587669,3.49432615210758,3.18127340051487,2.99704108730205,
Lifetime_fit-ROI5-ch1,NaN,3.04581701943675,3.05086541422812,2.95758671624103,3.02863503530307,3.04951819562544,3.27191911452654,3.47947918539822,3.51331735801171,3.57556589619558,3.60401509906059,4.01337286236646,3.51233654586629,3.80638970688837,3.36789506819426,3.06557556718133,3.56546209072231,3.34679320357958,3.25515710591245,3.37214560565797,3.18245002402301,3.20148057683532,3.29167900312356,3.18090698616025,3.2990161258956,3.07199096271394,3.60530245556721,3.26223821142931,3.31870990535914,3.05349368390039,2.80209376938994,2.88638203828261,2.86761414353504,2.63107165901402,2.59737472900724,

Fraction2_fit-ROI1-ch1,0,0.521386799698103,0.435193018433429,0.510648060430665,0.479347039035249,0.531848229206636,0.47925652053226,0.312681894198071,0.506006233478117,0.411833267485155,0.341052828477429,0.309223841279745,0.571992943234098,0.368455906396049,0.799733802448682,0.516860036948598,0.621270440485281,0.615014192001398,0.626528074389776,0.599202834110583,0.610334671894762,23.9756525322965,0.658211901219706,0.702734932916654,0.640741369139954,0.633188870896462,0.195753599347383,-1.02577760637604,-0.165061471920086,0.6789844783801,0.693242906289287,0.661920152752013,0.712572909164117,0.616042713713506,0.672794322724627,
Fraction2_fit-ROI2-ch1,0,0.277056891176574,0.263447600931186,0.522899288876487,0.518058103072468,0.404418191042297,0.367511218594421,0.186422549088391,0.463566213817679,0.316682541588989,0.180184523436926,0.393355424867475,0.633595731623385,0.260256450906308,0.602729069618733,0.339309578927418,0.628074480469297,0.553402427123276,0.630199429272074,0.613253420884549,0.656793043519804,24.7835613507711,0.720592019811196,0.824702263437288,0.634898990410167,0.679326184053111,0.405020363660442,-0.124439995330122,0.235674327400515,0.74442103661977,0.747118857915918,0.762976912553692,0.759257841261668,0.714028153863276,0.772083780494695,
Fraction2_fit-ROI3-ch1,0,0.500199099429868,0.442363421140313,0.457036247441957,0.430511580185129,0.390986568918306,0.338975582511417,0.191299762328148,0.443387400690854,0.441865901809893,0.245262428262788,0.32702910797128,0.603162825996557,0.25230303158807,0.425544524285852,-0.332273925331191,0.176782524630364,0.364141117575519,0.502225667088544,0.591357931535588,0.608579468421393,20.2426652321577,0.725064793940118,0.575436025818924,0.598651939317658,0.601243637622348,0.433722926642571,0.233415664218584,0.164206724505213,0.700128473517784,0.65770551417376,0.685361016996753,0.719313570764441,0.675046925789855,0.72238575964724,
Fraction2_fit-ROI4-ch1,0,0.0633143484122573,-0.0533997628331652,-0.110441869139341,-0.040340539272576,-0.0590324002564059,0.0299694763868088,0.153886696796794,0.517602328755807,0.32674378529017,0.275759627832902,0.313603420499035,0.595536827962538,0.424226231990108,0.553809587176208,-0.175970232377051,0.10464533696968,0.0861001767773404,-0.0287307586256349,0.0632992708874129,0.0961411331209506,-0.545109830777662,-0.253646932550305,-0.651350967927629,-0.497835235897235,-0.0797974880009614,-1.67551862405606,467.744882810646,55.4856447332155,0.0536001335355941,0.0350723824633318,-0.0258036500206997,0.0373942461729679,-0.195903376985367,0.015644025179331,
Fraction2_fit-ROI5-ch1,NaN,0.455432699404464,0.411027083140366,0.490195802269084,0.474541887637582,0.403438956085849,0.363261345003794,0.183032348444479,0.49460601138215,0.4081315330663,0.283639977705219,0.35563424089411,0.590525124482316,0.283191845425245,0.455489235869156,-0.197974809003853,0.209917631532834,0.207208987152491,0.19805319458775,0.149688310178556,0.132148200558857,6.82664345156583,0.0421114120372767,0.0873413066235738,-0.0293392163807732,0.353568642210389,-0.59006226172761,-1.77992976844085,-2.15738389088189,0.445896036925353,0.539794006707923,0.503774749017075,0.608624696005012,0.561076592663957,0.593162494602407,

